Node,237,Police,173,Distance,11.325
Node,226,Police,170,Distance,10.831
Node,232,Police,173,Distance,10.607
Node,190,Police,168,Distance,10.472
Node,219,Police,174,Distance,10.000
Node,250,Police,167,Distance,9.849
Node,217,Police,172,Distance,9.717
Node,216,Police,171,Distance,9.605
Node,296,Police,179,Distance,9.552
Node,197,Police,175,Distance,9.220
Node,230,Police,171,Distance,8.944
Node,188,Police,176,Distance,8.322
Node,293,Police,182,Distance,8.000
Node,228,Police,172,Distance,7.772
Node,220,Police,174,Distance,7.616
Node,231,Police,171,Distance,7.211
Node,236,Police,173,Distance,6.325
Node,306,Police,180,Distance,6.021
Node,307,Police,180,Distance,6.021
Node,189,Police,168,Distance,6.000
Node,196,Police,175,Distance,5.831
Node,235,Police,173,Distance,5.315
Node,233,Police,173,Distance,5.099
Node,272,Police,182,Distance,5.000
Node,218,Police,172,Distance,4.717
Node,227,Police,172,Distance,4.610
Node,225,Police,170,Distance,4.123
Node,166,Police,166,Distance,0.000
Node,176,Police,176,Distance,0.000
Node,177,Police,177,Distance,0.000
Node,178,Police,178,Distance,0.000
Node,179,Police,179,Distance,0.000
Node,180,Police,180,Distance,0.000
Node,181,Police,181,Distance,0.000
Node,182,Police,182,Distance,0.000
Node,167,Police,167,Distance,0.000
Node,168,Police,168,Distance,0.000
Node,169,Police,169,Distance,0.000
Node,170,Police,170,Distance,0.000
Node,171,Police,171,Distance,0.000
Node,172,Police,172,Distance,0.000
Node,173,Police,173,Distance,0.000
Node,174,Police,174,Distance,0.000
Node,175,Police,175,Distance,0.000
Police,180,Diff,+15.088,Ave,11.0117647059
Police,179,Diff,+7.388,Ave,11.0117647059
Police,171,Diff,+4.488,Ave,11.0117647059
Police,173,Diff,+3.988,Ave,11.0117647059
Police,167,Diff,+2.488,Ave,11.0117647059
Police,170,Diff,+1.188,Ave,11.0117647059
Police,178,Diff,+0.288,Ave,11.0117647059
Police,175,Diff,-0.012,Ave,11.0117647059
Police,182,Diff,-0.512,Ave,11.0117647059
Police,174,Diff,-0.912,Ave,11.0117647059
Police,181,Diff,-2.512,Ave,11.0117647059
Police,172,Diff,-2.712,Ave,11.0117647059
Police,176,Diff,-2.912,Ave,11.0117647059
Police,166,Diff,-4.712,Ave,11.0117647059
Police,168,Diff,-6.312,Ave,11.0117647059
Police,177,Diff,-6.712,Ave,11.0117647059
Police,169,Diff,-7.612,Ave,11.0117647059
Sum Distance,3596.16693196
